system   D            wsystem.c:583  maybe_parent_dir                 [   0.00094] Also searching C:\Users\Konrad\Documents\KCK\Github\KCK__sroda_10_gr3\KCK\
display  D   display_settings.c:191  debug_display_settings           [   0.57615] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 6/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.57617] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.57618] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 7/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.57620] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.57621] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 8/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.57623] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.57625] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:377  _al_score_display_settings       [   0.57626] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.57628] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:377  _al_score_display_settings       [   0.57629] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.57631] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.57632] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.57634] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.57635] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.57637] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.57638] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.57640] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 5/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.57641] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.57643] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 6/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.57644] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.57646] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 7/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.57648] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.57649] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 8/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.57651] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.57652] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:377  _al_score_display_settings       [   0.57654] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.57656] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:377  _al_score_display_settings       [   0.57657] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.57659] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.57660] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.57662] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.57664] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.57665] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.57667] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.57668] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 5/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.57670] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.57671] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 6/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.57673] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.57674] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 7/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.57676] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.57677] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 8/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.57679] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.57680] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:506  _al_score_display_settings       [   0.57682] Score is : 769
display  D   display_settings.c:191  debug_display_settings           [   0.57683] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:506  _al_score_display_settings       [   0.57685] Score is : 769
display  D   display_settings.c:191  debug_display_settings           [   0.57686] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:506  _al_score_display_settings       [   0.57688] Score is : 598
display  D   display_settings.c:191  debug_display_settings           [   0.57689] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:506  _al_score_display_settings       [   0.57691] Score is : 593
display  D   display_settings.c:191  debug_display_settings           [   0.57692] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:506  _al_score_display_settings       [   0.57694] Score is : 589
display  D   display_settings.c:191  debug_display_settings           [   0.57695] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 5/1
display  D   display_settings.c:506  _al_score_display_settings       [   0.57697] Score is : 587
display  D   display_settings.c:191  debug_display_settings           [   0.57698] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 6/1
display  D   display_settings.c:506  _al_score_display_settings       [   0.57700] Score is : 586
display  D   display_settings.c:191  debug_display_settings           [   0.57701] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 7/1
display  D   display_settings.c:506  _al_score_display_settings       [   0.57703] Score is : 585
display  D   display_settings.c:191  debug_display_settings           [   0.57704] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 8/1
display  D   display_settings.c:506  _al_score_display_settings       [   0.57706] Score is : 584
display  D   display_settings.c:191  debug_display_settings           [   0.57707] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 0/0
display  D   display_settings.c:506  _al_score_display_settings       [   0.57709] Score is : 769
display  D   display_settings.c:191  debug_display_settings           [   0.57710] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 0/0
display  D   display_settings.c:506  _al_score_display_settings       [   0.57712] Score is : 769
display  D   display_settings.c:191  debug_display_settings           [   0.57713] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 2/1
display  D   display_settings.c:506  _al_score_display_settings       [   0.57715] Score is : 598
display  D   display_settings.c:191  debug_display_settings           [   0.57716] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 3/1
display  D   display_settings.c:506  _al_score_display_settings       [   0.57718] Score is : 593
display  D   display_settings.c:191  debug_display_settings           [   0.57719] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 4/1
display  D   display_settings.c:506  _al_score_display_settings       [   0.57721] Score is : 589
display  D   display_settings.c:191  debug_display_settings           [   0.57722] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 5/1
display  D   display_settings.c:506  _al_score_display_settings       [   0.57723] Score is : 587
display  D   display_settings.c:191  debug_display_settings           [   0.57725] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 6/1
display  D   display_settings.c:506  _al_score_display_settings       [   0.57726] Score is : 586
display  D   display_settings.c:191  debug_display_settings           [   0.57728] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 7/1
display  D   display_settings.c:506  _al_score_display_settings       [   0.57729] Score is : 585
display  D   display_settings.c:191  debug_display_settings           [   0.57731] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 8/1
display  D   display_settings.c:506  _al_score_display_settings       [   0.57732] Score is : 584
display  D   display_settings.c:191  debug_display_settings           [   0.57734] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:506  _al_score_display_settings       [   0.57735] Score is : 769
display  D   display_settings.c:191  debug_display_settings           [   0.57737] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:506  _al_score_display_settings       [   0.57738] Score is : 769
display  D   display_settings.c:191  debug_display_settings           [   0.57739] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:506  _al_score_display_settings       [   0.57741] Score is : 598
display  D   display_settings.c:191  debug_display_settings           [   0.57742] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:506  _al_score_display_settings       [   0.57744] Score is : 593
display  D   display_settings.c:191  debug_display_settings           [   0.57746] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:506  _al_score_display_settings       [   0.57748] Score is : 589
display  D   display_settings.c:191  debug_display_settings           [   0.57750] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 5/1
display  D   display_settings.c:506  _al_score_display_settings       [   0.57752] Score is : 587
display  D   display_settings.c:191  debug_display_settings           [   0.57753] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 6/1
display  D   display_settings.c:506  _al_score_display_settings       [   0.57755] Score is : 586
display  D   display_settings.c:191  debug_display_settings           [   0.57757] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 7/1
display  D   display_settings.c:506  _al_score_display_settings       [   0.57758] Score is : 585
display  D   display_settings.c:191  debug_display_settings           [   0.57760] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 8/1
display  D   display_settings.c:506  _al_score_display_settings       [   0.57761] Score is : 584
display  D   display_settings.c:191  debug_display_settings           [   0.57763] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:506  _al_score_display_settings       [   0.57765] Score is : 769
display  D   display_settings.c:191  debug_display_settings           [   0.57767] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:506  _al_score_display_settings       [   0.57770] Score is : 769
display  D   display_settings.c:191  debug_display_settings           [   0.57772] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:506  _al_score_display_settings       [   0.57774] Score is : 598
display  D   display_settings.c:191  debug_display_settings           [   0.57776] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:506  _al_score_display_settings       [   0.57779] Score is : 593
display  D   display_settings.c:191  debug_display_settings           [   0.57780] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:506  _al_score_display_settings       [   0.57783] Score is : 589
display  D   display_settings.c:191  debug_display_settings           [   0.57785] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 5/1
display  D   display_settings.c:506  _al_score_display_settings       [   0.57787] Score is : 587
display  D   display_settings.c:191  debug_display_settings           [   0.57789] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 6/1
display  D   display_settings.c:506  _al_score_display_settings       [   0.57792] Score is : 586
display  D   display_settings.c:191  debug_display_settings           [   0.57794] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 7/1
display  D   display_settings.c:506  _al_score_display_settings       [   0.57796] Score is : 585
display  D   display_settings.c:191  debug_display_settings           [   0.57798] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 8/1
display  D   display_settings.c:506  _al_score_display_settings       [   0.57801] Score is : 584
display  D   display_settings.c:191  debug_display_settings           [   0.57803] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:506  _al_score_display_settings       [   0.57805] Score is : 769
display  D   display_settings.c:191  debug_display_settings           [   0.57807] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:506  _al_score_display_settings       [   0.57810] Score is : 769
display  D   display_settings.c:191  debug_display_settings           [   0.57812] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:506  _al_score_display_settings       [   0.57814] Score is : 598
display  D   display_settings.c:191  debug_display_settings           [   0.57816] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:506  _al_score_display_settings       [   0.57819] Score is : 593
display  D   display_settings.c:191  debug_display_settings           [   0.57820] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:506  _al_score_display_settings       [   0.57822] Score is : 589
display  D   display_settings.c:191  debug_display_settings           [   0.57824] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 5/1
display  D   display_settings.c:506  _al_score_display_settings       [   0.57826] Score is : 587
display  D   display_settings.c:191  debug_display_settings           [   0.57827] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 6/1
display  D   display_settings.c:506  _al_score_display_settings       [   0.57829] Score is : 586
display  D   display_settings.c:191  debug_display_settings           [   0.57830] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 7/1
display  D   display_settings.c:506  _al_score_display_settings       [   0.57832] Score is : 585
display  D   display_settings.c:191  debug_display_settings           [   0.57833] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 8/1
display  D   display_settings.c:506  _al_score_display_settings       [   0.57835] Score is : 584
display  D   display_settings.c:191  debug_display_settings           [   0.57836] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 0/0
display  D   display_settings.c:506  _al_score_display_settings       [   0.57838] Score is : 769
display  D   display_settings.c:191  debug_display_settings           [   0.57839] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 0/0
display  D   display_settings.c:506  _al_score_display_settings       [   0.57840] Score is : 769
display  D   display_settings.c:191  debug_display_settings           [   0.57842] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 2/1
display  D   display_settings.c:506  _al_score_display_settings       [   0.57843] Score is : 598
display  D   display_settings.c:191  debug_display_settings           [   0.57845] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 3/1
display  D   display_settings.c:506  _al_score_display_settings       [   0.57847] Score is : 593
display  D   display_settings.c:191  debug_display_settings           [   0.57848] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 4/1
display  D   display_settings.c:506  _al_score_display_settings       [   0.57850] Score is : 589
display  D   display_settings.c:191  debug_display_settings           [   0.57851] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 5/1
display  D   display_settings.c:506  _al_score_display_settings       [   0.57853] Score is : 587
display  D   display_settings.c:191  debug_display_settings           [   0.57854] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 6/1
display  D   display_settings.c:506  _al_score_display_settings       [   0.57856] Score is : 586
display  D   display_settings.c:191  debug_display_settings           [   0.57857] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 7/1
display  D   display_settings.c:506  _al_score_display_settings       [   0.57859] Score is : 585
display  D   display_settings.c:191  debug_display_settings           [   0.57860] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 8/1
display  D   display_settings.c:506  _al_score_display_settings       [   0.57862] Score is : 584
display  D   display_settings.c:191  debug_display_settings           [   0.57863] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:506  _al_score_display_settings       [   0.57865] Score is : 769
display  D   display_settings.c:191  debug_display_settings           [   0.57866] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:506  _al_score_display_settings       [   0.57868] Score is : 769
display  D   display_settings.c:191  debug_display_settings           [   0.57869] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:506  _al_score_display_settings       [   0.57871] Score is : 598
display  D   display_settings.c:191  debug_display_settings           [   0.57872] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:506  _al_score_display_settings       [   0.57874] Score is : 593
display  D   display_settings.c:191  debug_display_settings           [   0.57875] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:506  _al_score_display_settings       [   0.57877] Score is : 589
display  D   display_settings.c:191  debug_display_settings           [   0.57878] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 5/1
display  D   display_settings.c:506  _al_score_display_settings       [   0.57880] Score is : 587
display  D   display_settings.c:191  debug_display_settings           [   0.57881] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 6/1
display  D   display_settings.c:506  _al_score_display_settings       [   0.57883] Score is : 586
display  D   display_settings.c:191  debug_display_settings           [   0.57884] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 7/1
display  D   display_settings.c:506  _al_score_display_settings       [   0.57886] Score is : 585
display  D   display_settings.c:191  debug_display_settings           [   0.57887] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 8/1
display  D   display_settings.c:506  _al_score_display_settings       [   0.57889] Score is : 584
display  D   display_settings.c:191  debug_display_settings           [   0.57890] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:506  _al_score_display_settings       [   0.57892] Score is : 769
display  D   display_settings.c:191  debug_display_settings           [   0.57893] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:506  _al_score_display_settings       [   0.57895] Score is : 769
display  D   display_settings.c:191  debug_display_settings           [   0.57896] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:506  _al_score_display_settings       [   0.57898] Score is : 598
display  D   display_settings.c:191  debug_display_settings           [   0.57899] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:506  _al_score_display_settings       [   0.57900] Score is : 593
display  D   display_settings.c:191  debug_display_settings           [   0.57902] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:506  _al_score_display_settings       [   0.57903] Score is : 589
display  D   display_settings.c:191  debug_display_settings           [   0.57905] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 5/1
display  D   display_settings.c:506  _al_score_display_settings       [   0.57906] Score is : 587
display  D   display_settings.c:191  debug_display_settings           [   0.57908] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 6/1
display  D   display_settings.c:506  _al_score_display_settings       [   0.57909] Score is : 586
display  D   display_settings.c:191  debug_display_settings           [   0.57911] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 7/1
display  D   display_settings.c:506  _al_score_display_settings       [   0.57912] Score is : 585
display  D   display_settings.c:191  debug_display_settings           [   0.57914] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 8/1
display  D   display_settings.c:506  _al_score_display_settings       [   0.57915] Score is : 584
display  D   display_settings.c:191  debug_display_settings           [   0.57917] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:377  _al_score_display_settings       [   0.57918] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.57920] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:377  _al_score_display_settings       [   0.57922] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.57923] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.57925] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.57926] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.57928] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.57929] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.57931] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.57932] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 5/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.57934] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.57935] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 6/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.57937] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.57938] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 7/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.57940] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.57941] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 8/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.57943] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.57944] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 0/0
display  D   display_settings.c:377  _al_score_display_settings       [   0.57947] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.57948] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 0/0
display  D   display_settings.c:377  _al_score_display_settings       [   0.57950] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.57951] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 2/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.57953] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.57954] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 3/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.57956] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.57957] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 4/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.57959] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.57961] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 5/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.57962] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.57964] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 6/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.57965] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.57967] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 7/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.57969] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.57970] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 8/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.57972] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.57973] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:377  _al_score_display_settings       [   0.57975] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.57976] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:377  _al_score_display_settings       [   0.57978] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.57979] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.57981] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.57982] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.57984] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.57985] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.57987] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.57988] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 5/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.57990] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.57991] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 6/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.57993] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.57994] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 7/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.57996] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.57997] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 8/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.57999] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.58000] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:377  _al_score_display_settings       [   0.58002] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.58003] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:377  _al_score_display_settings       [   0.58005] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.58006] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.58008] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.58009] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.58017] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.58019] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.58021] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.58022] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 5/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.58024] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.58025] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 6/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.58027] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.58028] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 7/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.58030] Single Buffer requirement not met.
