system   D            wsystem.c:583  maybe_parent_dir                 [   0.00066] Also searching C:\Users\Konrad\Documents\KCK\Github\KCK__sroda_10_gr3\KCK\
display  D   display_settings.c:191  debug_display_settings           [   0.58110] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 7/1
display  D   display_settings.c:506  _al_score_display_settings       [   0.58112] Score is : 585
display  D   display_settings.c:191  debug_display_settings           [   0.58113] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 8/1
display  D   display_settings.c:506  _al_score_display_settings       [   0.58115] Score is : 584
display  D   display_settings.c:191  debug_display_settings           [   0.58116] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 0/0
display  D   display_settings.c:506  _al_score_display_settings       [   0.58118] Score is : 769
display  D   display_settings.c:191  debug_display_settings           [   0.58119] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 0/0
display  D   display_settings.c:506  _al_score_display_settings       [   0.58121] Score is : 769
display  D   display_settings.c:191  debug_display_settings           [   0.58122] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 2/1
display  D   display_settings.c:506  _al_score_display_settings       [   0.58124] Score is : 598
display  D   display_settings.c:191  debug_display_settings           [   0.58125] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 3/1
display  D   display_settings.c:506  _al_score_display_settings       [   0.58127] Score is : 593
display  D   display_settings.c:191  debug_display_settings           [   0.58128] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 4/1
display  D   display_settings.c:506  _al_score_display_settings       [   0.58130] Score is : 589
display  D   display_settings.c:191  debug_display_settings           [   0.58131] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 5/1
display  D   display_settings.c:506  _al_score_display_settings       [   0.58132] Score is : 587
display  D   display_settings.c:191  debug_display_settings           [   0.58134] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 6/1
display  D   display_settings.c:506  _al_score_display_settings       [   0.58135] Score is : 586
display  D   display_settings.c:191  debug_display_settings           [   0.58137] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 7/1
display  D   display_settings.c:506  _al_score_display_settings       [   0.58138] Score is : 585
display  D   display_settings.c:191  debug_display_settings           [   0.58140] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 8/1
display  D   display_settings.c:506  _al_score_display_settings       [   0.58141] Score is : 584
display  D   display_settings.c:191  debug_display_settings           [   0.58142] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:506  _al_score_display_settings       [   0.58144] Score is : 769
display  D   display_settings.c:191  debug_display_settings           [   0.58146] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:506  _al_score_display_settings       [   0.58148] Score is : 769
display  D   display_settings.c:191  debug_display_settings           [   0.58149] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:506  _al_score_display_settings       [   0.58151] Score is : 598
display  D   display_settings.c:191  debug_display_settings           [   0.58152] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:506  _al_score_display_settings       [   0.58154] Score is : 593
display  D   display_settings.c:191  debug_display_settings           [   0.58155] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:506  _al_score_display_settings       [   0.58157] Score is : 589
display  D   display_settings.c:191  debug_display_settings           [   0.58158] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 5/1
display  D   display_settings.c:506  _al_score_display_settings       [   0.58160] Score is : 587
display  D   display_settings.c:191  debug_display_settings           [   0.58161] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 6/1
display  D   display_settings.c:506  _al_score_display_settings       [   0.58162] Score is : 586
display  D   display_settings.c:191  debug_display_settings           [   0.58164] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 7/1
display  D   display_settings.c:506  _al_score_display_settings       [   0.58165] Score is : 585
display  D   display_settings.c:191  debug_display_settings           [   0.58167] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 8/1
display  D   display_settings.c:506  _al_score_display_settings       [   0.58168] Score is : 584
display  D   display_settings.c:191  debug_display_settings           [   0.58170] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:506  _al_score_display_settings       [   0.58171] Score is : 769
display  D   display_settings.c:191  debug_display_settings           [   0.58172] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:506  _al_score_display_settings       [   0.58174] Score is : 769
display  D   display_settings.c:191  debug_display_settings           [   0.58175] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:506  _al_score_display_settings       [   0.58177] Score is : 598
display  D   display_settings.c:191  debug_display_settings           [   0.58178] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:506  _al_score_display_settings       [   0.58180] Score is : 593
display  D   display_settings.c:191  debug_display_settings           [   0.58181] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:506  _al_score_display_settings       [   0.58183] Score is : 589
display  D   display_settings.c:191  debug_display_settings           [   0.58184] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 5/1
display  D   display_settings.c:506  _al_score_display_settings       [   0.58186] Score is : 587
display  D   display_settings.c:191  debug_display_settings           [   0.58187] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 6/1
display  D   display_settings.c:506  _al_score_display_settings       [   0.58189] Score is : 586
display  D   display_settings.c:191  debug_display_settings           [   0.58190] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 7/1
display  D   display_settings.c:506  _al_score_display_settings       [   0.58192] Score is : 585
display  D   display_settings.c:191  debug_display_settings           [   0.58193] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 8/1
display  D   display_settings.c:506  _al_score_display_settings       [   0.58195] Score is : 584
display  D   display_settings.c:191  debug_display_settings           [   0.58196] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:377  _al_score_display_settings       [   0.58198] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.58199] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:377  _al_score_display_settings       [   0.58201] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.58202] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.58204] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.58205] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.58207] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.58208] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.58210] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.58211] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 5/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.58213] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.58214] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 6/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.58216] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.58217] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 7/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.58219] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.58220] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 8/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.58222] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.58223] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 0/0
display  D   display_settings.c:377  _al_score_display_settings       [   0.58225] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.58226] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 0/0
display  D   display_settings.c:377  _al_score_display_settings       [   0.58228] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.58229] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 2/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.58231] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.58232] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 3/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.58234] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.58235] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 4/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.58237] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.58238] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 5/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.58240] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.58241] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 6/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.58243] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.58245] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 7/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.58247] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.58248] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 8/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.58250] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.58251] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:377  _al_score_display_settings       [   0.58253] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.58254] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:377  _al_score_display_settings       [   0.58256] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.58257] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.58259] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.58260] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.58262] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.58263] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.58265] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.58266] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 5/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.58268] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.58269] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 6/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.58271] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.58272] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 7/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.58274] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.58275] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 8/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.58277] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.58278] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:377  _al_score_display_settings       [   0.58280] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.58281] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:377  _al_score_display_settings       [   0.58283] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.58284] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.58286] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.58287] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.58294] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.58296] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.58298] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.58299] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 5/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.58301] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.58302] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 6/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.58304] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.58305] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 7/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.58307] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.58308] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 8/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.58310] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.58311] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:377  _al_score_display_settings       [   0.58313] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.58314] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:377  _al_score_display_settings       [   0.58316] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.58317] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.58319] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.58320] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.58322] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.58323] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.58325] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.58326] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 5/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.58328] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.58329] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 6/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.58331] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.58332] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 7/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.58333] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.58335] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 8/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.58336] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.58338] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 0/0
display  D   display_settings.c:377  _al_score_display_settings       [   0.58340] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.58341] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 0/0
display  D   display_settings.c:377  _al_score_display_settings       [   0.58343] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.58344] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 2/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.58346] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.58347] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 3/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.58349] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.58350] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 4/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.58352] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.58353] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 5/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.58355] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.58356] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 6/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.58358] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.58359] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 7/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.58361] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.58362] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 8/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.58364] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.58365] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:377  _al_score_display_settings       [   0.58367] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.58368] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:377  _al_score_display_settings       [   0.58370] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.58371] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.58373] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.58374] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.58375] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.58377] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.58378] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.58380] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 5/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.58381] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.58383] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 6/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.58411] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.58413] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 7/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.58414] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.58416] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 8/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.58417] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.58419] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:377  _al_score_display_settings       [   0.58421] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.58422] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:377  _al_score_display_settings       [   0.58424] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.58425] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.58427] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.58428] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.58430] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.58431] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.58433] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.58434] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 5/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.58436] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.58437] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 6/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.58439] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.58440] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 7/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.58442] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.58443] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 8/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.58446] Single Buffer requirement not met.
d3d      D         d3d_disp.cpp:1645 d3d_create_display_internals     [   0.58457] Trying format 0.
d3d      I         d3d_disp.cpp:1326 d3d_display_thread_proc          [   0.58516] Chose a display format: 23
d3d      I         d3d_disp.cpp:1395 d3d_display_thread_proc          [   0.58522] Normal window.
d3d      I         d3d_disp.cpp:801  d3d_create_device                [   0.59631] Using no depth stencil buffer
d3d      D         d3d_disp.cpp:866  d3d_create_device                [   0.69463] BeginScene succeeded in create_device
d3d      D         d3d_disp.cpp:874  d3d_create_device                [   0.69469] Success
d3d      D         d3d_disp.cpp:1668 d3d_create_display_internals     [   0.69473] Resumed after wait.
d3d      I         d3d_disp.cpp:1701 d3d_create_display_internals     [   0.69484] Format 0 succeeded.
d3d      D         d3d_disp.cpp:1724 d3d_create_display_internals     [   0.69489] Returning d3d_display: 00C389E0
d3d      D         d3d_disp.cpp:1749 d3d_create_display_locked        [   0.69492] al_display=00C389E0
d3d      D         d3d_disp.cpp:1750 d3d_create_display_locked        [   0.69495] al_display->vt=00C44950
dtor     D               dtor.c:184  _al_register_destructor          [   0.69789] added dtor for object 047A3FF8, func 56B327A7
font     D                ttf.c:792  al_load_ttf_font_stretch_f       [   0.69914] Font fonts/arial.ttf loaded with pixel size 0 x 16.
font     D                ttf.c:794  al_load_ttf_font_stretch_f       [   0.69917]     ascent=14.0, descent=-3.0, height=18.0
dtor     D               dtor.c:184  _al_register_destructor          [   0.69922] added dtor for object 047CCA20, func 56B31B3B
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.70343] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.70347] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.70348] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.70349] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.70351] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.70352] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.70354] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.70355] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.70356] Fake format
d3d      D         d3d_disp.cpp:1174 real_choose_bitmap_format        [   0.70358] Alpha doesn't match
d3d      D         d3d_disp.cpp:1181 real_choose_bitmap_format        [   0.70359] Adapter format is 23
d3d      D         d3d_disp.cpp:1184 real_choose_bitmap_format        [   0.70360] Found a format
d3d      I         d3d_disp.cpp:2283 _al_d3d_create_bitmap            [   0.70362] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   0.70778] added dtor for object 047EB060, func 56B32595
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   0.71156] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   0.71160] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.71570] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.71573] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.71574] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.71575] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.71577] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.71578] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.71579] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.71581] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.71582] Fake format
d3d      D         d3d_disp.cpp:1174 real_choose_bitmap_format        [   0.71583] Alpha doesn't match
d3d      D         d3d_disp.cpp:1181 real_choose_bitmap_format        [   0.71584] Adapter format is 23
d3d      D         d3d_disp.cpp:1184 real_choose_bitmap_format        [   0.71586] Found a format
d3d      I         d3d_disp.cpp:2283 _al_d3d_create_bitmap            [   0.71587] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   0.71811] added dtor for object 047DACC0, func 56B32595
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   0.71863] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   0.71866] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.72015] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.72018] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.72019] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.72021] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.72022] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.72023] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.72024] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.72026] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.72027] Fake format
d3d      D         d3d_disp.cpp:1174 real_choose_bitmap_format        [   0.72028] Alpha doesn't match
d3d      D         d3d_disp.cpp:1181 real_choose_bitmap_format        [   0.72029] Adapter format is 23
